,,,,,Type of Product,,,,,,,,,,,,,,,,,Product Display,,,,,,,Package Type,,,,,,,,
S/N,Latitude,Longitude,Type of Outlet,Specify type of outlet,Type of Product (Combined Response),Coca-Cola,Pepsi,Bigi,RC Cola,7Up,Fanta,Sprite,La Casera,Schweppes,Fayrouz,Mirinda,Mountain Dew,Teem,American Cola,Others,Product Type - Others,Product Display (Combined Response),On shelf/carton,In refridgerator/cooler,On display stand,With consumer (actively being consumed),Others,Product Display - Others,Package Type Combined,PET bottle (50cl/1L),Glass bottle (35cl/60cl),Can (33cl),Others,Package Type - Others,Product with Higher shelf/refrigerator presence,Product with Higher shelf/refrigerator presence - Others,Stock condition
434,6.6644643,3.2574139,Shop,,Coca-Cola Pepsi La Casera American Cola Bigi,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Partially stocked
435,6.6645042,3.25739,Shop,,Coca-Cola Fanta Others American Cola,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Big cola,Partially stocked
436,6.6648733,3.2576702,Shop,,American Cola Others,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Big cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
437,6.6654586,3.2563991,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
438,6.666025,3.2562324,Shop,,Coca-Cola La Casera Sprite American Cola Bigi,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
439,6.6661526,3.2562736,Shop,,Bigi Pepsi Coca-Cola Sprite Fanta La Casera Schweppes American Cola,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
440,6.6640611,3.2577373,Shop,,Coca-Cola Fanta Pepsi Sprite Teem American Cola 7Up,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
441,6.6637076,3.2574777,Shop,,Coca-Cola Pepsi 7Up Fanta Teem American Cola,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
442,6.6271835,3.2819932,Shop,,Coca-Cola Pepsi Fanta American Cola Others,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
443,6.63019,3.27947,Hawking,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera American Cola Others,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,None,Others,0,0,0,0,1,Hawking,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
444,6.6394717,3.2769667,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Out of stock
445,6.6396367,3.272765,Shop,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Partially stocked
446,6.639435,3.2708167,Shop,,Coca-Cola La Casera American Cola Others,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
447,6.6386817,3.2660567,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
448,6.6350217,3.2549783,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Partially stocked
449,6.6365333,3.2536117,Shop,,7Up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Hard to tell,,Almost empty
450,6.6379417,3.250475,Others,Outlet,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Coke,,Almost empty
451,6.6420283,3.2513917,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera American Cola Others,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
452,6.6455183,3.2518183,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Schweppes American Cola Others,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,Coca-Cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
453,6.65621,3.2581067,Shop,,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Super komando,Well stocked
454,6.65431,3.2599733,Shop,,Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
455,6.6559964,3.2584392,Shop,,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5-alive,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Almost empty
456,6.65346,3.2860767,Shop,,Pepsi Fanta American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
457,6.6529203,3.2861402,Shop,,Coca-Cola Pepsi Fanta American Cola,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
458,6.6556246,3.283107,Shop,,Pepsi Bigi Fanta,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
459,6.653651,3.2833661,Shop,,Coca-Cola Pepsi American Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
460,6.6525555,3.2824889,Shop,,American Cola La Casera,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
461,6.6518852,3.2816496,Shop,,Coca-Cola Pepsi American Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
462,6.6517118,3.2815068,Shop,,Fanta Pepsi Coca-Cola La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
463,6.6515785,3.2807498,Shop,,Fanta Pepsi American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,American cola,Partially stocked
464,6.6541814,3.2823979,Shop,,Coca-Cola Pepsi Fanta American Cola Teem,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
465,6.6557421,3.2787945,Shop,,American Cola Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Well stocked
466,6.6547465,3.2781935,Shop,,Teem La Casera Fanta,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Teem,Partially stocked
467,6.6567804,3.2785706,Shop,,Coca-Cola Fanta 7Up Bigi Pepsi Sprite,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Others,Sprite,Partially stocked
468,6.6569894,3.2772262,Shop,,Coca-Cola Pepsi 7Up Sprite,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
469,6.6564322,3.2763708,Shop,,Fanta Bigi Pepsi American Cola,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
470,6.6560708,3.2762217,Shop,,Coca-Cola Pepsi 7Up Fanta American Cola,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
471,6.6560733,3.2762183,Shop,,Pepsi 7Up Mirinda,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Almost empty
472,6.6558713,3.276114,Shop,,Coca-Cola American Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Partially stocked
473,6.6560119,3.2760387,Shop,,Pepsi American Cola Fanta Coca-Cola Bigi,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
474,6.6557983,3.2760428,Supermarket,,Coca-Cola Mirinda Pepsi 7Up,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Partially stocked
475,6.650225,3.3035683,Hawking,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Inside bowl,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
476,6.650225,3.3035683,Hawking,,Coca-Cola Fanta,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
477,6.650225,3.3035683,Hawking,,Coca-Cola 7Up Fanta,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
478,6.6501417,3.3037867,Hawking,,Coca-Cola Bigi Fanta,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
479,6.6499267,3.3041417,Hawking,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,In a bowl,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
480,6.6498217,3.304235,Hawking,,Coca-Cola Bigi RC Cola Sprite,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
481,6.649835,3.304205,Hawking,,Coca-Cola Bigi Fanta,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,In a bowl,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
482,6.649835,3.304205,Hawking,,Bigi Fanta,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,In a bowl,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
483,6.649835,3.304205,Hawking,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
484,6.649695,3.3044833,Hawking,,Bigi 7Up,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
485,6.6493733,3.3049733,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,Can (33cl),0,0,1,0,,Others,Fanta,Well stocked
486,6.649135,3.3053383,Shop,,Coca-Cola Pepsi Fanta 7Up Sprite,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
487,6.648995,3.3055017,Shop,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Well stocked
488,6.6489483,3.3055617,Shop,,Bigi Fanta La Casera Teem,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
489,6.6488817,3.3055883,Others,Table top,Bigi Fanta,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
490,6.649055,3.30573,Shop,,Coca-Cola 7Up Fanta,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
491,6.6492825,3.3058266,Shop,,Coca-Cola Pepsi Fanta 7Up,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
492,6.6491358,3.3057663,Shop,,Coca-Cola Pepsi Bigi American Cola 7Up Fanta Sprite,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
493,6.649095,3.3057683,Shop,,Coca-Cola Pepsi Fanta Teem,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
494,6.649095,3.3057683,Shop,,Bigi Fanta,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,In refridgerator/cooler,0,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Well stocked
495,6.600642,3.2909985,Shop,,Coca-Cola Pepsi Fanta Sprite La Casera American Cola,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
496,6.6007802,3.2904452,Kiosk,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Teem American Cola,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,,On shelf/carton With consumer (actively being consumed),1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
497,6.6006791,3.2896884,Shop,,Coca-Cola Pepsi American Cola La Casera,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On shelf/carton With consumer (actively being consumed),1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Almost empty
498,6.6006769,3.2892805,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On shelf/carton With consumer (actively being consumed),1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
499,6.6005989,3.2889908,Shop,,Coca-Cola Pepsi Bigi Fanta Sprite La Casera American Cola,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
500,6.6006798,3.2889096,Shop,,Coca-Cola Bigi Pepsi RC Cola 7Up Fanta Sprite Teem American Cola La Casera,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
501,6.6003225,3.2870212,Shop,,Pepsi Coca-Cola Fanta 7Up Sprite American Cola,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On display stand With consumer (actively being consumed),0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Partially stocked
502,6.6000246,3.286959,Shop,,Coca-Cola Pepsi Bigi RC Cola Sprite Fanta Teem American Cola,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
503,6.5512642,3.2398609,Shop,,Fanta Pepsi American Cola,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
504,6.551255,3.2394283,Shop,,American Cola Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
505,6.5513983,3.2393988,Shop,,Pepsi RC Cola La Casera,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
506,6.5517702,3.2393284,Shop,,Fanta American Cola,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
507,6.5519031,3.24029,Shop,,Bigi Fanta American Cola,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
508,6.5521125,3.2403479,Shop,,Pepsi La Casera,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
509,6.552285,3.24036,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
510,6.5524547,3.2404136,Shop,,Bigi 7Up,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Partially stocked
511,6.552478,3.2404414,Shop,,American Cola Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
512,6.5528704,3.2402909,Shop,,Bigi Fanta,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
513,6.55307,3.2405733,Shop,,Bigi 7Up,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
514,6.5529609,3.2407813,Shop,,Bigi La Casera Sprite,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
515,6.5528394,3.2408544,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Almost empty
516,6.5524542,3.2407139,Shop,,Bigi RC Cola,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Partially stocked
517,6.5522157,3.2404641,Shop,,Bigi Fanta,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
518,6.5521488,3.240551,Shop,,Pepsi Fanta,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Partially stocked
519,6.5517033,3.24065,Shop,,7Up Pepsi Bigi,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
520,6.5518433,3.240654,Shop,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
521,6.5523667,3.24071,Shop,,Bigi RC Cola 7Up,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
522,6.5521394,3.2405939,Shop,,RC Cola,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Partially stocked
523,6.6051213,3.272936,Open market stall,,Pepsi Fanta Coca-Cola Others,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Fearless,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
524,6.6051819,3.2729086,Supermarket,,Coca-Cola Fanta Schweppes Teem American Cola Pepsi,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,,Others,0,0,0,0,1,On the floor,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
525,6.6052472,3.2729669,Hawking,,Fanta Sprite Mirinda American Cola,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,,Others,0,0,0,0,1,In a display bowl,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
526,6.6050685,3.2729773,Others,Consumer,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola alone with consumer,Not Applicable
527,6.6051799,3.2729361,Hawking,,Fanta Pepsi Mirinda American Cola,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,,Others,0,0,0,0,1,In hawking bowl,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
528,6.6052616,3.272895,Hawking,,Pepsi Fanta American Cola Others Teem,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,Fearless,Others,0,0,0,0,1,Hawking,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
529,6.6051224,3.2729553,Others,Consumer,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Not Applicable
530,6.6049753,3.2731789,Others,Consumer,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Not Applicable
531,6.6051344,3.2729227,Shop,,Fanta Mirinda Coca-Cola,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
532,6.6052794,3.2730791,Hawking,,Pepsi Fanta Sprite Teem American Cola,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,,Others,0,0,0,0,1,In hawking bowl,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
533,6.6051954,3.2729418,Open market stall,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,On the floor outside,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
534,6.6051888,3.2729019,Others,Consumer,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Not Applicable
535,6.6051805,3.2729142,Others,Consumer,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Not Applicable
536,6.6051686,3.2729304,Shop,,Fanta Coca-Cola Sprite Schweppes,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,In refridgerator/cooler,0,1,0,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Partially stocked
537,6.6051749,3.2729739,Others,Consumer,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Not Applicable
538,6.6056839,3.2729544,Kiosk,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,On the floor,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Out of stock
539,6.6056817,3.2729883,Hawking,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Others,0,0,0,0,1,Hawking bowl,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Almost empty
540,6.6058717,3.2727783,Others,Consumer,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,With consumer (actively being consumed),0,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Not Applicable
541,6.6057033,3.272985,Shop,,Fanta Sprite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
542,6.6056817,3.2729883,Shop,,Bigi Coca-Cola Sprite Others,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"Tropical,apple",On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
543,6.54757,3.2634117,Shop,,Coca-Cola American Cola Fanta Pepsi Bigi 7Up,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Well stocked
544,6.54619,3.2644383,Shop,,Bigi Pepsi Coca-Cola Sprite Schweppes,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Well stocked
545,6.5469683,3.261755,Shop,,Coca-Cola Pepsi Bigi American Cola La Casera 7Up,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
